BioProject	SRA_Study	Run	Experiment	BioSample	SRA_Sample	Assay_Type	Platform	Instrument	LibraryLayout	Library_Name	Sample_Name	Organism	isolate
PRJNA650037	SRP277377	SRR12447376	SRX8941994	SAMN15691549	SRS7197750	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00023_Nanopore	hCoV-19/USA/MD-HP00023/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00023/2020
PRJNA650037	SRP277377	SRR12447377	SRX8941993	SAMN15691548	SRS7197858	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00022_Nanopore	hCoV-19/USA/DC-HP00022/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/DC-HP00022/2020
PRJNA650037	SRP277377	SRR12447378	SRX8941992	SAMN15691547	SRS7197857	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00020_Nanopore	hCoV-19/USA/MD-HP00020/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00020/2020
PRJNA650037	SRP277377	SRR12447379	SRX8941991	SAMN15691546	SRS7197856	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00018_Nanopore	hCoV-19/USA/MD-HP00018/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00018/2020
PRJNA650037	SRP277377	SRR12447380	SRX8941990	SAMN15691622	SRS7197854	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00017_Nanopore	hCoV-19/USA/MD-HP00017/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00017/2020
PRJNA650037	SRP277377	SRR12447381	SRX8941989	SAMN15691545	SRS7197853	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00016_Nanopore	hCoV-19/USA/MD-HP00016/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00016/2020
PRJNA650037	SRP277377	SRR12447382	SRX8941988	SAMN15691544	SRS7197850	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00015_Nanopore	hCoV-19/USA/MD-HP00015/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00015/2020
PRJNA650037	SRP277377	SRR12447383	SRX8941987	SAMN15691543	SRS7197784	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00010_Nanopore	hCoV-19/USA/MD-HP00010/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00010/2020
PRJNA650037	SRP277377	SRR12447384	SRX8941986	SAMN15691542	SRS7197855	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00007_Nanopore	hCoV-19/USA/DC-HP00007/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/DC-HP00007/2020
PRJNA650037	SRP277377	SRR12447385	SRX8941985	SAMN15691541	SRS7197783	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00006_Nanopore	hCoV-19/USA/DC-HP00006/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/DC-HP00006/2020
PRJNA650037	SRP277377	SRR12447386	SRX8941984	SAMN15691622	SRS7197854	AMPLICON	ILLUMINA	Illumina MiSeq	PAIRED	MDHP-00017_Illumina	hCoV-19/USA/MD-HP00017/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00017/2020
PRJNA650037	SRP277377	SRR12447387	SRX8941983	SAMN15691639	SRS7197765	AMPLICON	ILLUMINA	Illumina MiSeq	PAIRED	MDHP-00065_Illumina	hCoV-19/USA/MD-HP00065/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00065/2020
PRJNA650037	SRP277377	SRR12447388	SRX8941982	SAMN15691638	SRS7197764	AMPLICON	ILLUMINA	Illumina MiSeq	PAIRED	MDHP-00064_Illumina	hCoV-19/USA/MD-HP00064/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00064/2020
PRJNA650037	SRP277377	SRR12447389	SRX8941981	SAMN15691637	SRS7197763	AMPLICON	ILLUMINA	Illumina MiSeq	PAIRED	MDHP-00063_Illumina	hCoV-19/USA/DC-HP00063/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/DC-HP00063/2020
PRJNA650037	SRP277377	SRR12447390	SRX8941980	SAMN15691636	SRS7197762	AMPLICON	ILLUMINA	Illumina MiSeq	PAIRED	MDHP-00062_Illumina	hCoV-19/USA/MD-HP00062/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00062/2020
PRJNA650037	SRP277377	SRR12447391	SRX8941979	SAMN15691635	SRS7197760	AMPLICON	ILLUMINA	Illumina MiSeq	PAIRED	MDHP-00061_Illumina	hCoV-19/USA/MD-HP00061/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00061/2020
PRJNA650037	SRP277377	SRR12447392	SRX8941978	SAMN15691633	SRS7197758	AMPLICON	ILLUMINA	Illumina MiSeq	PAIRED	MDHP-00059_Illumina	hCoV-19/USA/DC-HP00059/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/DC-HP00059/2020
PRJNA650037	SRP277377	SRR12447458	SRX8941912	SAMN15691594	SRS7197800	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00104_Nanopore	hCoV-19/USA/MD-HP00104/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00104/2020
PRJNA650037	SRP277377	SRR12447457	SRX8941913	SAMN15691595	SRS7197801	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00105_Nanopore	hCoV-19/USA/MD-HP00105/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00105/2020
PRJNA650037	SRP277377	SRR12447456	SRX8941914	SAMN15691596	SRS7197802	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00106_Nanopore	hCoV-19/USA/MD-HP00106/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00106/2020
PRJNA650037	SRP277377	SRR12447455	SRX8941915	SAMN15691597	SRS7197803	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00107_Nanopore	hCoV-19/USA/MD-HP00107/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00107/2020
PRJNA650037	SRP277377	SRR12447454	SRX8941916	SAMN15691598	SRS7197804	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00110_Nanopore	hCoV-19/USA/MD-HP00110/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00110/2020
PRJNA650037	SRP277377	SRR12447453	SRX8941917	SAMN15691599	SRS7197805	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00112_Nanopore	hCoV-19/USA/MD-HP00112/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00112/2020
PRJNA650037	SRP277377	SRR12447452	SRX8941918	SAMN15691600	SRS7197806	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00113_Nanopore	hCoV-19/USA/MD-HP00113/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00113/2020
PRJNA650037	SRP277377	SRR12447451	SRX8941919	SAMN15691550	SRS7197807	AMPLICON	ILLUMINA	Illumina MiSeq	PAIRED	MDHP-00029_Illumina	hCoV-19/USA/MD-HP00029/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00029/2020
PRJNA650037	SRP277377	SRR12447450	SRX8941920	SAMN15691601	SRS7197808	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00114_Nanopore	hCoV-19/USA/MD-HP00114/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00114/2020
PRJNA650037	SRP277377	SRR12447449	SRX8941921	SAMN15691641	SRS7197809	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00116_Nanopore	hCoV-19/USA/DC-HP00116/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/DC-HP00116/2020
PRJNA650037	SRP277377	SRR12447448	SRX8941922	SAMN15691642	SRS7197810	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00117_Nanopore	hCoV-19/USA/DC-HP00117/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/DC-HP00117/2020
PRJNA650037	SRP277377	SRR12447447	SRX8941923	SAMN15691643	SRS7197811	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00118_Nanopore	hCoV-19/USA/MD-HP00118/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00118/2020
PRJNA650037	SRP277377	SRR12447446	SRX8941924	SAMN15691644	SRS7197812	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00119_Nanopore	hCoV-19/USA/MD-HP00119/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00119/2020
PRJNA650037	SRP277377	SRR12447445	SRX8941925	SAMN15691645	SRS7197813	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00120_Nanopore	hCoV-19/USA/MD-HP00120/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00120/2020
PRJNA650037	SRP277377	SRR12447444	SRX8941926	SAMN15691646	SRS7197814	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00122_Nanopore	hCoV-19/USA/DC-HP00122/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/DC-HP00122/2020
PRJNA650037	SRP277377	SRR12447443	SRX8941927	SAMN15691647	SRS7197815	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00123_Nanopore	hCoV-19/USA/MD-HP00123/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00123/2020
PRJNA650037	SRP277377	SRR12447442	SRX8941928	SAMN15691648	SRS7197816	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00127_Nanopore	hCoV-19/USA/MD-HP00127/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00127/2020
PRJNA650037	SRP277377	SRR12447441	SRX8941929	SAMN15691649	SRS7197817	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00128_Nanopore	hCoV-19/USA/MD-HP00128/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00128/2020
PRJNA650037	SRP277377	SRR12447440	SRX8941930	SAMN15691551	SRS7197818	AMPLICON	ILLUMINA	Illumina MiSeq	PAIRED	MDHP-00030_Illumina	hCoV-19/USA/MD-HP00030/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00030/2020
PRJNA650037	SRP277377	SRR12447439	SRX8941931	SAMN15691650	SRS7197819	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00129_Nanopore	hCoV-19/USA/MD-HP00129/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00129/2020
PRJNA650037	SRP277377	SRR12447438	SRX8941932	SAMN15691651	SRS7197820	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00131_Nanopore	hCoV-19/USA/MD-HP00131/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00131/2020
PRJNA650037	SRP277377	SRR12447437	SRX8941933	SAMN15691652	SRS7197821	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00132_Nanopore	hCoV-19/USA/MD-HP00132/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00132/2020
PRJNA650037	SRP277377	SRR12447436	SRX8941934	SAMN15691653	SRS7197822	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00133_Nanopore	hCoV-19/USA/MD-HP00133/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00133/2020
PRJNA650037	SRP277377	SRR12447435	SRX8941935	SAMN15691654	SRS7197823	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00135_Nanopore	hCoV-19/USA/DC-HP00135/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/DC-HP00135/2020
PRJNA650037	SRP277377	SRR12447434	SRX8941936	SAMN15691655	SRS7197824	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00137_Nanopore	hCoV-19/USA/DC-HP00137/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/DC-HP00137/2020
PRJNA650037	SRP277377	SRR12447433	SRX8941937	SAMN15691602	SRS7197825	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00138_Nanopore	hCoV-19/USA/DC-HP00138/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/DC-HP00138/2020
PRJNA650037	SRP277377	SRR12447432	SRX8941938	SAMN15691603	SRS7197827	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00139_Nanopore	hCoV-19/USA/DC-HP00139/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/DC-HP00139/2020
PRJNA650037	SRP277377	SRR12447431	SRX8941939	SAMN15691604	SRS7197826	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00140_Nanopore	hCoV-19/USA/MD-HP00140/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00140/2020
PRJNA650037	SRP277377	SRR12447430	SRX8941940	SAMN15691605	SRS7197828	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00141_Nanopore	hCoV-19/USA/MD-HP00141/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00141/2020
PRJNA650037	SRP277377	SRR12447429	SRX8941941	SAMN15691621	SRS7197829	AMPLICON	ILLUMINA	Illumina MiSeq	PAIRED	MDHP-00031_Illumina	hCoV-19/USA/MD-HP00031/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00031/2020
PRJNA650037	SRP277377	SRR12447428	SRX8941942	SAMN15691606	SRS7197830	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00143_Nanopore	hCoV-19/USA/MD-HP00143/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00143/2020
PRJNA650037	SRP277377	SRR12447427	SRX8941943	SAMN15691607	SRS7197831	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00145_Nanopore	hCoV-19/USA/DC-HP00145/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/DC-HP00145/2020
PRJNA650037	SRP277377	SRR12447426	SRX8941944	SAMN15691608	SRS7197832	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00146_Nanopore	hCoV-19/USA/DC-HP00146/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/DC-HP00146/2020
PRJNA650037	SRP277377	SRR12447425	SRX8941945	SAMN15691609	SRS7197833	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00147_Nanopore	hCoV-19/USA/MD-HP00147/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00147/2020
PRJNA650037	SRP277377	SRR12447424	SRX8941946	SAMN15691610	SRS7197834	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00148_Nanopore	hCoV-19/USA/MD-HP00148/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00148/2020
PRJNA650037	SRP277377	SRR12447423	SRX8941947	SAMN15691611	SRS7197835	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00149_Nanopore	hCoV-19/USA/MD-HP00149/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00149/2020
PRJNA650037	SRP277377	SRR12447422	SRX8941948	SAMN15691612	SRS7197836	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00150_Nanopore	hCoV-19/USA/MD-HP00150/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00150/2020
PRJNA650037	SRP277377	SRR12447421	SRX8941949	SAMN15691613	SRS7197837	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00152_Nanopore	hCoV-19/USA/DC-HP00152/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/DC-HP00152/2020
PRJNA650037	SRP277377	SRR12447420	SRX8941950	SAMN15691614	SRS7197838	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00153_Nanopore	hCoV-19/USA/MD-HP00153/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00153/2020
PRJNA650037	SRP277377	SRR12447419	SRX8941951	SAMN15691615	SRS7197839	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00154_Nanopore	hCoV-19/USA/MD-HP00154/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00154/2020
PRJNA650037	SRP277377	SRR12447418	SRX8941952	SAMN15691552	SRS7197840	AMPLICON	ILLUMINA	Illumina MiSeq	PAIRED	MDHP-00032_Illumina	hCoV-19/USA/MD-HP00032/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00032/2020
PRJNA650037	SRP277377	SRR12447417	SRX8941953	SAMN15691616	SRS7197841	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00155_Nanopore	hCoV-19/USA/MD-HP00155/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00155/2020
PRJNA650037	SRP277377	SRR12447416	SRX8941954	SAMN15691617	SRS7197842	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00156_Nanopore	hCoV-19/USA/MD-HP00156/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00156/2020
PRJNA650037	SRP277377	SRR12447415	SRX8941955	SAMN15691618	SRS7197843	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00157_Nanopore	hCoV-19/USA/MD-HP00157/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00157/2020
PRJNA650037	SRP277377	SRR12447414	SRX8941956	SAMN15691619	SRS7197844	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00158_Nanopore	hCoV-19/USA/MD-HP00158/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00158/2020
PRJNA650037	SRP277377	SRR12447413	SRX8941957	SAMN15691620	SRS7197845	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00159_Nanopore	hCoV-19/USA/MD-HP00159/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00159/2020
PRJNA650037	SRP277377	SRR12447412	SRX8941958	SAMN15691553	SRS7197846	AMPLICON	ILLUMINA	Illumina MiSeq	PAIRED	MDHP-00033_Illumina	hCoV-19/USA/MD-HP00033/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00033/2020
PRJNA650037	SRP277377	SRR12447411	SRX8941959	SAMN15691557	SRS7197847	AMPLICON	ILLUMINA	Illumina MiSeq	PAIRED	MDHP-00035_Illumina	hCoV-19/USA/DC-HP00035/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/DC-HP00035/2020
PRJNA650037	SRP277377	SRR12447410	SRX8941960	SAMN15691558	SRS7197848	AMPLICON	ILLUMINA	Illumina MiSeq	PAIRED	MDHP-00036_Illumina	hCoV-19/USA/MD-HP00036/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00036/2020
PRJNA650037	SRP277377	SRR12447409	SRX8941961	SAMN15691559	SRS7197849	AMPLICON	ILLUMINA	Illumina MiSeq	PAIRED	MDHP-00037_Illumina	hCoV-19/USA/MD-HP00037/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00037/2020
PRJNA650037	SRP277377	SRR12447408	SRX8941962	SAMN15691544	SRS7197850	AMPLICON	ILLUMINA	Illumina MiSeq	PAIRED	MDHP-00015_Illumina	hCoV-19/USA/MD-HP00015/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00015/2020
PRJNA650037	SRP277377	SRR12447407	SRX8941963	SAMN15691560	SRS7197851	AMPLICON	ILLUMINA	Illumina MiSeq	PAIRED	MDHP-00038_Illumina	hCoV-19/USA/MD-HP00038/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00038/2020
PRJNA650037	SRP277377	SRR12447406	SRX8941964	SAMN15691561	SRS7197852	AMPLICON	ILLUMINA	Illumina MiSeq	PAIRED	MDHP-00039_Illumina	hCoV-19/USA/MD-HP00039/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00039/2020
PRJNA650037	SRP277377	SRR12447405	SRX8941965	SAMN15691562	SRS7197744	AMPLICON	ILLUMINA	Illumina MiSeq	PAIRED	MDHP-00041_Illumina	hCoV-19/USA/MD-HP00041/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00041/2020
PRJNA650037	SRP277377	SRR12447404	SRX8941966	SAMN15691563	SRS7197745	AMPLICON	ILLUMINA	Illumina MiSeq	PAIRED	MDHP-00043_Illumina	hCoV-19/USA/DC-HP00043/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/DC-HP00043/2020
PRJNA650037	SRP277377	SRR12447403	SRX8941967	SAMN15691564	SRS7197746	AMPLICON	ILLUMINA	Illumina MiSeq	PAIRED	MDHP-00044_Illumina	hCoV-19/USA/MD-HP00044/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00044/2020
PRJNA650037	SRP277377	SRR12447402	SRX8941968	SAMN15691623	SRS7197747	AMPLICON	ILLUMINA	Illumina MiSeq	PAIRED	MDHP-00045_Illumina	hCoV-19/USA/MD-HP00045/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00045/2020
PRJNA650037	SRP277377	SRR12447401	SRX8941969	SAMN15691624	SRS7197748	AMPLICON	ILLUMINA	Illumina MiSeq	PAIRED	MDHP-00048_Illumina	hCoV-19/USA/MD-HP00048/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00048/2020
PRJNA650037	SRP277377	SRR12447400	SRX8941970	SAMN15691625	SRS7197749	AMPLICON	ILLUMINA	Illumina MiSeq	PAIRED	MDHP-00049_Illumina	hCoV-19/USA/DC-HP00049/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/DC-HP00049/2020
PRJNA650037	SRP277377	SRR12447399	SRX8941971	SAMN15691626	SRS7197751	AMPLICON	ILLUMINA	Illumina MiSeq	PAIRED	MDHP-00050_Illumina	hCoV-19/USA/MD-HP00050/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00050/2020
PRJNA650037	SRP277377	SRR12447398	SRX8941972	SAMN15691627	SRS7197752	AMPLICON	ILLUMINA	Illumina MiSeq	PAIRED	MDHP-00051_Illumina	hCoV-19/USA/MD-HP00051/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00051/2020
PRJNA650037	SRP277377	SRR12447397	SRX8941973	SAMN15691545	SRS7197853	AMPLICON	ILLUMINA	Illumina MiSeq	PAIRED	MDHP-00016_Illumina	hCoV-19/USA/MD-HP00016/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00016/2020
PRJNA650037	SRP277377	SRR12447396	SRX8941974	SAMN15691628	SRS7197753	AMPLICON	ILLUMINA	Illumina MiSeq	PAIRED	MDHP-00052_Illumina	hCoV-19/USA/DC-HP00052/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/DC-HP00052/2020
PRJNA650037	SRP277377	SRR12447395	SRX8941975	SAMN15691629	SRS7197754	AMPLICON	ILLUMINA	Illumina MiSeq	PAIRED	MDHP-00054_Illumina	hCoV-19/USA/DC-HP00054/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/DC-HP00054/2020
PRJNA650037	SRP277377	SRR12447394	SRX8941976	SAMN15691630	SRS7197755	AMPLICON	ILLUMINA	Illumina MiSeq	PAIRED	MDHP-00055_Illumina	hCoV-19/USA/MD-HP00055/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00055/2020
PRJNA650037	SRP277377	SRR12447393	SRX8941977	SAMN15691631	SRS7197756	AMPLICON	ILLUMINA	Illumina MiSeq	PAIRED	MDHP-00057_Illumina	hCoV-19/USA/MD-HP00057/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00057/2020
PRJNA650037	SRP277377	SRR12447514	SRX8941856	SAMN15691562	SRS7197744	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00041_Nanopore	hCoV-19/USA/MD-HP00041/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00041/2020
PRJNA650037	SRP277377	SRR12447513	SRX8941857	SAMN15691563	SRS7197745	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00043_Nanopore	hCoV-19/USA/DC-HP00043/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/DC-HP00043/2020
PRJNA650037	SRP277377	SRR12447512	SRX8941858	SAMN15691564	SRS7197746	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00044_Nanopore	hCoV-19/USA/MD-HP00044/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00044/2020
PRJNA650037	SRP277377	SRR12447511	SRX8941859	SAMN15691623	SRS7197747	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00045_Nanopore	hCoV-19/USA/MD-HP00045/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00045/2020
PRJNA650037	SRP277377	SRR12447510	SRX8941860	SAMN15691624	SRS7197748	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00048_Nanopore	hCoV-19/USA/MD-HP00048/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00048/2020
PRJNA650037	SRP277377	SRR12447509	SRX8941861	SAMN15691625	SRS7197749	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00049_Nanopore	hCoV-19/USA/DC-HP00049/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/DC-HP00049/2020
